14,78819334
14,79192984
14,80214941
14,80761647
14,79725575
14,7872231
14,77658009
14,76591801
14,75569844
14,74520421
14,73454213
14,72375417
14,71288228
14,70196593
14,69106352
14,6801306
14,66917479
14,65821135
14,64820921
14,63819945
14,62721312
14,61720335
14,60718596
14,59716856
14,58715117
14,5771414
14,56614744
14,55517638
14,54516661
14,53417265
14,52318632
14,51317656
14,50315916
14,49315703
14,48314726
14,47314513
14,46215117
14,45115721
14,44115507
14,43114531
14,42015135
14,41014921
14,39915526
14,38815367
14,37813628
14,36813414
14,35715544
14,34616911
14,33616698
14,32614958
14,31613219
14,30610716
14,29610503
14,28512633
14,27511656
14,2641226
14,25312865
14,24312651
14,23215544
14,22116148
14,21115172
14,20114803
14,19113827
14,18113613
14,17111873
14,16013241
14,14914608
14,13815212
14,12717342
14,11618709
14,10617733
14,09517574
14,08418178
14,07417965
14,06318569
14,0531683
14,04314327
14,03312588
14,02215481
14,01116848
14,00018215
13,98919582
13,97918606
13,96917629
13,95818233
13,94817257
13,93815517
13,92814541
13,91813564
13,9081335
13,89714718
13,88616848
13,87615108
13,86516475
13,8541708
13,8441534
13,83414364
13,8241415
13,81413925
13,80314529
13,79215896
13,78117263
13,77115524
13,7611531
13,75015151
13,74014175
13,72914779
13,71914565
13,70912826
13,69814026
13,68716919
13,67617523
13,6661731
13,65617096
13,6461612
13,6361438
13,62515747
13,61416352
13,60415375
13,59315979
13,58315003
13,57215607
13,56117737
13,55018341
13,54018128
13,52918732
13,51819336
13,50819123
13,49818146
13,48719513
13,47718537
13,46619904
13,45521271
13,44520294
13,43519318
13,42419922
13,41418946
13,40320313
13,39319336
13,38317597
13,37315094
13,36314881
13,35217011
13,34118378
13,33019745
13,31920349
13,3091861
13,29918396
13,28819001
13,27817261
13,26815522
13,25814545
13,24813568
13,23813355
13,22716248
13,21617615
13,20518219
13,19420659
13,18320501
13,17320287
13,16320073
13,15319097
13,1431812
13,13317907
13,12317693
13,11317479
13,1031574
13,09217107
13,08118474
13,07019079
13,05920446
13,04919469
13,0391773
13,02819097
13,01719701
13,00719487
12,99719274
12,98619878
12,97619664
12,96520269
12,95423925
12,94422948
12,93422735
12,92422521
12,91421544
12,90322149
12,89223516
12,88222539
12,87222326
12,86221349
12,85221135
12,84220159
12,83219945
12,82121312
12,81021917
12,79923284
12,78824651
12,77823675
12,76823461
12,75823247
12,74823034
12,73724401
12,72624242
12,71622503
12,70621526
12,6952244
12,6842457
12,67325175
12,66226542
12,65225565
12,64224589
12,63125193
12,62025797
12,61024821
12,60023844
12,5902363
12,58022654
12,5702244
12,5592457
12,54923594
12,5392338
12,52824747
12,51725352
12,50724375
12,49625742
12,48525584
12,47426951
12,46327555
12,45228159
12,4422642
12,4322468
12,42224467
12,41224253
12,40126383
12,39026987
12,38026011
12,36927378
12,35829508
12,34730112
12,33630717
12,32628977
12,31626475
12,30624735
12,29525339
12,28426707
12,27426493
12,2632786
12,25228464
12,24129069
12,23031199
12,2193104
12,20930064
12,19929087
12,18928373
12,17927396
12,1692642
12,1582855
12,14729917
12,1363281
12,12535703
12,11534726
12,1053375
12,09533536
12,0853256
12,07433164
12,0643295
12,05431974
12,04430997
12,03331601
12,0223602
12,01137388
12,00038755
11,99038541
11,98036802
11,97036588
11,96036374
11,95034635
11,94033658
11,93032682
11,92032468
11,90933835
11,89837491
11,88739621
11,87738645
11,86640012
11,85639798
11,84638059
11,83636319
11,82636106
11,81635892
11,80537259
11,79440152
11,7834152
11,77340543
11,76241147
11,75240934
11,7424072
11,73141324
11,72138822
11,71137082
11,7003845
11,68940675
11,67842042
11,66743409
11,65644014
11,64643037
11,63543641
11,62445772
11,61444795
11,60443818
11,5934366
11,58244264
11,57146394
11,56049287
11,55049074
11,53949678
11,52850282
11,51849305
11,50847566
11,4974817
11,48747957
11,47648561
11,46552217
11,45453584
11,44354951
11,43256318
11,42156923
11,41057527
11,40057313
11,39055574
11,38053834
11,36954439
11,35856569
11,34757173
11,33659303
11,32559907
11,31559694
11,30461061
11,29361665
11,28360689
11,27359712
11,26358735
11,25358522
11,24259889
11,23162782
11,22063386
11,20965516
11,19867647
11,18768203
11,17767989
11,16668594
11,1566838
11,14569747
11,13471114
11,12371719
11,11371505
11,10272872
11,09174239
11,0807637
11,069785
11,05977523
11,04976547
11,03976333
11,02976119
11,01975143
11,00974166
10,99874008
10,98873794
10,97774398
10,96678817
10,95580184
10,94579971
10,93480575
10,92479598
10,91380203
10,90280807
10,8927983
10,88279617
10,87180221
10,86081588
10,84982192
10,83885848
